ITEM NAME,QUANTITY,VENDOR,MONTH,YEAR,CATEGORY
VOMINON 2ML INJ,1000,V K MEDICALS,May,2024,Pharmaceuticals
VOVERAN-SR 75 MG TABLET,170,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
WASHERS TITNIUM LARGE,3,SHREE MITHRA SURGICALS,May,2024,Miscellaneous
ZEMDUPHA SOLUTION,60,DELIGHT BIO PHARMA PVT LTD,May,2024,Pharmaceuticals
ZONAMAX ES INJECTION,240,NARAYANI PHARMA,May,2024,Pharmaceuticals
ZORYL- MV2 0.3 TAB,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
3.5MM SMALL DCP PLATES,1,SHREE MITHRA SURGICALS,October,2024,Ortho
4.5MM NARROW DCP PLATE,2,SHREE MITHRA SURGICALS,October,2024,Ortho
7F SHEATH,2,JYOTHI AGENCIES,October,2024,Cardiology
ACIVIR 800 MG TAB,25,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ACIVIR CREAM 5GM,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Dermatology
ACIVIR-200 MG DT TAB,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ACIVIR-400 MG DT TAB,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ACUCALV 300MG INJ,15,NARAYANI PHARMA,October,2024,Pharmaceuticals
ACUCALV 600MG INJ,15,NARAYANI PHARMA,October,2024,Pharmaceuticals
ACUCIP (CIPROFLOXACIN),10,HEALTH PHARMA,October,2024,Miscellaneous
ADULT DIPERS LARGE,120,R&R SURGICALS,October,2024,Miscellaneous
ADULT DIPERS-XL,120,R&R SURGICALS,October,2024,Miscellaneous
ADVA GLIDE BALLOON NC2.75*10,1,DVK SURGICALS,October,2024,Cardiology
ADVA PRO SIROLIMUS CORONARY STENT 2.25*28MM,1,POORNIMA MEDINEEDS(GST-2024-2025),October,2024,Cardiology
ADVA PRO SIROLIMUS CORONARY STENT 3.0*28MM,1,POORNIMA MEDINEEDS(GST-2024-2025),October,2024,Cardiology
ADVA PRO SIROLIMUS CORONARY STENT 3.5*28MM,1,POORNIMA MEDINEEDS(GST-2024-2025),October,2024,Cardiology
AERO MIST (ADULT),40,R&R SURGICALS,October,2024,Miscellaneous
ALBUCEL XP 20GM,10,SUMAN SPECIALTIES,October,2024,Miscellaneous
AMIKAMAC 100MG,80,NARAYANI PHARMA,October,2024,Pharmaceuticals
AMIKAMAC 250MG,80,NARAYANI PHARMA,October,2024,Pharmaceuticals
AMIKAMAC 500MG,80,NARAYANI PHARMA,October,2024,Pharmaceuticals
ANAWIN HEAVY INJ,25,HEALTH PHARMA,October,2024,Pharmaceuticals
ANOLIP 50MG INJ,31,HEALTH PHARMA,October,2024,Pharmaceuticals
APTIVATE SYRUP,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ARDIOXONE 1GM INJ (CEFRTIAXONE),400,V K MEDICALS,October,2024,Pharmaceuticals
ARNISAC 50 MG TAB,56,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ARTACIL 25MG INJ,50,HEALTH PHARMA,October,2024,Pharmaceuticals
ASCORX  1.5 GM INJ,32,SHRI AADHYA PHARMAA,October,2024,Pharmaceuticals
ASSURANS 20MG TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ASTHALIN INHALER.200,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Respiratory
ATCHOL 20MG,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ATCHOL-F,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Miscellaneous
ATOCOR 80MG TAB,140,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ATORIX -90,1000,V K MEDICALS,October,2024,Miscellaneous
ATROMAC (TROPINE INJ),100,HEALTH PHARMA,October,2024,Ortho
"BANDAGE 4""",150,R&R SURGICALS,October,2024,Wound Care
"BANDAGES 6""",150,R&R SURGICALS,October,2024,Wound Care
B-CLAUSI SUSP 5ML,60,V K MEDICALS,October,2024,Pharmaceuticals
BERIRAB-P 2ML,4,MEDICARE PHARMA,October,2024,Pharmaceuticals
BONE MARROW ASPIRATION NEEDLE 11*10CM,5,SRIANJANEYA HEALTH CARE,October,2024,Ortho
BONE MARROW ASPIRATION NEEDLE 11*15CM,5,SRIANJANEYA HEALTH CARE,October,2024,Ortho
BUDECORT 200MG INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
BUDENAZ 0.5MG RESPULS,400,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
BUFFET HEAD CAPS (M),1200,R&R SURGICALS,October,2024,Pharmaceuticals
BUSCOGAST TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
CACA-K27 CAPS,600,V K MEDICALS,October,2024,Pharmaceuticals
CANDID B CREAM 20GM,9,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Dermatology
C-ARM COVER,5,R&R SURGICALS,October,2024,Radiology
CCM TAB,240,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
CELCORIL-LS SYRUP,100,V K MEDICALS,October,2024,Pharmaceuticals
CELFIX 200MG,1000,V K MEDICALS,October,2024,Pharmaceuticals
CELTUS-D SYRUP,100,V K MEDICALS,October,2024,Pharmaceuticals
CEPER-SB FORTE 1.5GM,640,V K MEDICALS,October,2024,Miscellaneous
CERTOFIX TRIO V15/720,20,R&R SURGICALS,October,2024,Miscellaneous
CHYMORAL FORTE TAB,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
CILAMET XL 10/ 25MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
CLINCEL  600MG 4MLINJ,734,V K MEDICALS,October,2024,Pharmaceuticals
CLINCEL 300INJ,100,V K MEDICALS,October,2024,Pharmaceuticals
COTTON 500 GM,10,R&R SURGICALS,October,2024,General/Consumables
CREMAFFIN PLUS SYRUP 200 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
CUTICELL 10 CM X 10 CM,40,R&R SURGICALS,October,2024,Miscellaneous
CUTICELL -C 10*30CM,40,R&R SURGICALS,October,2024,Miscellaneous
DAFLON 1000MG,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DAIPERS XL,120,R&R SURGICALS,October,2024,Miscellaneous
DAPARYL 10MG,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DAPARYL 5MG,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DEPIN-10MG CAP,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Ortho
DEXATROY 2ML,40,HEALTH PHARMA,October,2024,Pharmaceuticals
DEXTOMID 1 ML INJ,5,HEALTH PHARMA,October,2024,Pharmaceuticals
DIAMICRON XR 60MG,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DILNIP 10MG,345,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DOXY-LAC TAB,1000,V K MEDICALS,October,2024,Pharmaceuticals
DULCOFLAX.TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DUOLIN INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Respiratory
DUOLIN RESPULES,80,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Miscellaneous
DVT 18 AD  BELOW KNEE MEDIUM,6,R&R SURGICALS,October,2024,Ortho
DYNA KNEE OPEN PATTELA SPL SEZE,2,R&R SURGICALS,October,2024,Ortho
DYNA KNEE OPEN PATTELA U SIZE,2,R&R SURGICALS,October,2024,Ortho
DYNA POP 10CMS 4INCH,24,R&R SURGICALS,October,2024,Miscellaneous
DYNA POP 6 INCH,24,R&R SURGICALS,October,2024,Miscellaneous
DYNAPLASTER 10CM (MEDIGRIP),60,R&R SURGICALS,October,2024,Miscellaneous
DYTOR - 20 MG,225,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
DYTOR PLUS 10 MG TAB,180,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DYTOR PLUS LS 10MG TABS,180,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
DYTOR-10MG.TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ECOSPRIN AV75/10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ELTROXIN 100MCG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ENZAR - HS CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ET TUBE 8.0 CUFFED,10,R&R SURGICALS,October,2024,Miscellaneous
EVERMINE 50 EVEROLIMUS ELUTING CORONARY STENT SYSTEM 2.75*24,1,CARDIO VISION,October,2024,Cardiology
EXAMINATION GLOVES,4000,R&R SURGICALS,October,2024,Surgical
FACE MASK (ELASTIC),600,R&R SURGICALS,October,2024,Respiratory
FARORED-200,120,V K MEDICALS,October,2024,Miscellaneous
FEMORAL SHEATH 7FR (CORDIS),5,CARDIO VISION,October,2024,Cardiology
FERACEL XT TAB,500,V K MEDICALS,October,2024,Pharmaceuticals
FEXAH-MK,200,V K MEDICALS,October,2024,Miscellaneous
FLAMINGO CREPE BANDAGE 15 CM,20,R&R SURGICALS,October,2024,Wound Care
FLOMIST NASAL SPRAY,11,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Miscellaneous
FLUCANAZOLE PROFLU 100ML,50,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
FLUPIR-P,1000,V K MEDICALS,October,2024,Miscellaneous
FOLEYS CATHETER. 14G,50,R&R SURGICALS,October,2024,Urology
FOLITRAX 7.5MG TAB,100,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
FORACORT- 1MG/2ML RESPULES,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
FORACORT 200 INHALER,8,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Respiratory
FORACORT 400 INHALER,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Respiratory
FORACORT-0.5MG/2ML RESPULES,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
FORCAN 150MG CAP,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
FORCAN 200MG TAB,48,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
GABAPIN NT 100,15,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Ortho
GABAPIN NT200MG,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Ortho
GAUZE BMT 100 CM X 18 MTR,20,R&R SURGICALS,October,2024,General/Consumables
GLOVE 7.0,175,R&R SURGICALS,October,2024,Surgical
GLOVE 7.5,175,R&R SURGICALS,October,2024,Surgical
GLUCI INJ,60,HEALTH PHARMA,October,2024,Pharmaceuticals
GLYCOMET 1GM TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
GUEDAL AIRWAYS NO. 2  (ROMSONS),10,R&R SURGICALS,October,2024,Miscellaneous
HEAD CAPS (F),1200,R&R SURGICALS,October,2024,Pharmaceuticals
HEM-O-LOCK-LARGE PURPLE,2,SRI SWAGATH ENTERPRISES 24-25,October,2024,Miscellaneous
HEM-O-LOK GREEN,2,SRI SWAGATH ENTERPRISES 24-25,October,2024,Miscellaneous
HEM-O-LOK XI GOLD,2,SRI SWAGATH ENTERPRISES 24-25,October,2024,Miscellaneous
HEPTAGON TABS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
HEXIDINE M/W 80ML,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
HEXIDINE SMAL,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Miscellaneous
HIGH DEFINITION IVUS IMAGING CATHETER,1,JIVATECH SURGICALS PVT. LTD,October,2024,Urology
HUMAN IG 100ML INJ,10,HEALTH PHARMA,October,2024,Pharmaceuticals
HUMAN INSULATAD 40 IU INJ,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ICIKINASE 150000 IU - INJ,1,SRI LAXMII AGENCIES,October,2024,Pharmaceuticals
INSUGEN -R 40,10,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Miscellaneous
INTERLOCKING NAIL TIBIA,1,SHREE MITHRA SURGICALS,October,2024,Ortho
INTRA CATH 20G,200,R&R SURGICALS,October,2024,Miscellaneous
IOBAN  6640,20,R&R SURGICALS,October,2024,Miscellaneous
IOBAN  6650,20,R&R SURGICALS,October,2024,Miscellaneous
IPRAX LMOL (DUOLIN) RESP,340,KODANDAPANI MEDICALS,October,2024,Miscellaneous
IRONEMIC PLUS TAB,1200,EROTAS ASSOCITES,October,2024,Pharmaceuticals
ISTAMET-50MG/500MG TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
IV SET (ROMSONS),500,R&R SURGICALS,October,2024,General/Consumables
K WIRES,2,SHREE MITHRA SURGICALS,October,2024,Ortho
KARE MED WET WIPES ADULT,108,R&R SURGICALS,October,2024,Miscellaneous
KEPDOX 200MG,400,V K MEDICALS,October,2024,Pharmaceuticals
KLAVMOX-625,600,V K MEDICALS,October,2024,Miscellaneous
LASIX-4ML,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
LEVOFLOX 750MG,25,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
LEVOFUXIN 500MG 100ML,10,HEALTH PHARMA,October,2024,Pharmaceuticals
LINABETIC M2.5/500 MG,1000,ARKAS PHARMA PRIVATE LIMITED,October,2024,Pharmaceuticals
LOBUN FORTE,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Miscellaneous
LOBUN FORTE CAPS,80,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
LOOZ ENEMA 275 ML,16,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
LOX  2% GELLY 30GR,40,HEALTH PHARMA,October,2024,Dermatology
LUPIRTIN  CAPSULES,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
MACSPACER,6,NARAYANI PHARMA,October,2024,Miscellaneous
MAROPEN 1GM INJ,162,V K MEDICALS,October,2024,Pharmaceuticals
MEDROL 8 MG TAB,56,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
MEGAHEAL GEL 15 GM,10,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Dermatology
MEGANEURON PG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
MEROMAC 1GM,20,NARAYANI PHARMA,October,2024,Miscellaneous
METGLI-1 TAB,500,V K MEDICALS,October,2024,Pharmaceuticals
METRO IV 100 ML,100,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
MIXTARD 30 FLEXPEN,3,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Miscellaneous
MOBECURE-MR TAB (A P CHLO),1000,V K MEDICALS,October,2024,Pharmaceuticals
MOBECURE-P,1000,V K MEDICALS,October,2024,Miscellaneous
MOBIRATE-SP TAB,1000,V K MEDICALS,October,2024,Pharmaceuticals
MOPS 30 X 30 CM,190,R&R SURGICALS,October,2024,Miscellaneous
MOVICOL -LIQUID,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Miscellaneous
MUCYST 2 ML INJ,200,HEALTH PHARMA,October,2024,Pharmaceuticals
MYORIL-4MG.TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
MYOSPAZ FORTE TAB,100,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
NACYRES PLUS TAB,480,EROTAS ASSOCITES,October,2024,Pharmaceuticals
NAPROSYN TAB 250MG,165,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
NC ADVA GLIDE PTCA BALLOON 2.0*8,1,DVK SURGICALS,October,2024,Cardiology
NEBULIZER  MASK (PAED),10,R&R SURGICALS,October,2024,Respiratory
NEO DROL 125 MG INJ,10,HEALTH PHARMA,October,2024,Pharmaceuticals
NEO DROL 40 MG INJ,70,HEALTH PHARMA,October,2024,Pharmaceuticals
NEOCLOVIR 500 MG INJ,24,HEALTH PHARMA,October,2024,Pharmaceuticals
NEOMERCAZOLE 5MG TAB,2,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
NERVE-LC TAB,400,V K MEDICALS,October,2024,Pharmaceuticals
NERVICIT 250ML,300,V K MEDICALS,October,2024,Pharmaceuticals
NERVICIT-P TAB,1000,V K MEDICALS,October,2024,Pharmaceuticals
NEUROBOOM-NT TAB,1000,V K MEDICALS,October,2024,Pharmaceuticals
NEXITO PLUS TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
NEXITO-5 MG TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
NIKORAN  5MG TAB,80,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
NIV MASK M (VENTED),6,R&R SURGICALS,October,2024,Respiratory
NORAD INJ,700,HEALTH PHARMA,October,2024,Pharmaceuticals
NOVOPEN 4,1,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Miscellaneous
NS 100 ML,900,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
NS 100 ML (STERIDRIP),1800,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
NS 500 ML (STERIDRIP),1025,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
OFUXIN ING,10,HEALTH PHARMA,October,2024,Miscellaneous
OMNACORTIL 40 MG TABLETS,140,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
OMNACORTIL-10 MG TABLETS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
OPTINEURON INJ,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ORCIBEST 10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
ORTHO SOFT ROLL 6IN,22,R&R SURGICALS,October,2024,Ortho
OTOGESIC EAR DROPS,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
OXYGEN  MASK (ADULT),39,R&R SURGICALS,October,2024,Respiratory
PANRICH 40MG INJ,200,SHRI AADHYA PHARMAA,October,2024,Pharmaceuticals
PANTOCEL 40 INJE,1200,V K MEDICALS,October,2024,Pharmaceuticals
PANTORED-40TAB,600,V K MEDICALS,October,2024,Pharmaceuticals
PANTORED-DSR CAP,500,V K MEDICALS,October,2024,Pharmaceuticals
PARAID-650,1500,V K MEDICALS,October,2024,Miscellaneous
PERINORM 2 ML INJ,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
PERLIN-T INJ 4.5,162,V K MEDICALS,October,2024,Pharmaceuticals
PHOSOME 50MGINJ,3,SUMAN SPECIALTIES,October,2024,Pharmaceuticals
PICASA GR CAP,20,SRI LAXMII AGENCIES,October,2024,Pharmaceuticals
PM 2182 ZENUS MRI PACEMAKER MERLIN@HOME,1,JYOTHI AGENCIES,October,2024,Radiology
POTCL INJ,100,HEALTH PHARMA,October,2024,Pharmaceuticals
PREGABA-D 75/20 CAPS,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
PRO ALL POWDER,50,V K MEDICALS,October,2024,Miscellaneous
PULMOCLEAR SYRUP 60ML,18,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
PYZINA 750 MG TABLETS,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
RABIVAX - S INJ,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
RAPPIN-20 TAB,1000,V K MEDICALS,October,2024,Ortho
RAPPIN-DSR CAPS,1600,V K MEDICALS,October,2024,Ortho
RCINEX-600MG CAP,270,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
REDCORT-6TAB,300,V K MEDICALS,October,2024,Pharmaceuticals
RELIMET XL 25,500,ARKAS PHARMA PRIVATE LIMITED,October,2024,Miscellaneous
RELIMET XL 50,500,ARKAS PHARMA PRIVATE LIMITED,October,2024,Miscellaneous
RESPIROMETER,10,R&R SURGICALS,October,2024,Miscellaneous
RL 500 ML STERIDRIP,350,KODANDAPANI MEDICALS,October,2024,Pharmaceuticals
ROMO FLOW,20,R&R SURGICALS,October,2024,Miscellaneous
ROMO VAC SET -  12.,4,R&R SURGICALS,October,2024,Miscellaneous
ROMO VAC SET -  14,4,R&R SURGICALS,October,2024,Miscellaneous
ROSQUEL F,300,ARKAS PHARMA PRIVATE LIMITED,October,2024,Miscellaneous
ROSUVAS CV 10 TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
RUSH NAILS,1,SHREE MITHRA SURGICALS,October,2024,Ortho
RYLES TUBE--- 16G,50,R&R SURGICALS,October,2024,Gastroenterology
SERENACE-1ML INJ,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
SETFRAC,130,NARAYANI PHARMA,October,2024,Miscellaneous
SEVURA 50 ML,2,HEALTH PHARMA,October,2024,Pharmaceuticals
SHORT PFN NAIL135,1,SHREE MITHRA SURGICALS,October,2024,Ortho
SIMCON TABLET,30,KAMINENI HOSPITALS,October,2024,Pharmaceuticals
"SOFT ROLL (10 CM X 3) 4""",20,R&R SURGICALS,October,2024,Miscellaneous
"SOFT ROLL (15 CM X 3) 6""",40,R&R SURGICALS,October,2024,Miscellaneous
SS WIRES,1,SHREE MITHRA SURGICALS,October,2024,Ortho
SUPRIDOL-100MG/ 2 ML INJ,200,HEALTH PHARMA,October,2024,Pharmaceuticals
SURGICAL BLADE 15,200,R&R SURGICALS,October,2024,Surgical
SURGICAL BLADE 22,100,R&R SURGICALS,October,2024,Surgical
SURGICAL BLADES 11,300,R&R SURGICALS,October,2024,Surgical
SYNDOPA PLUS TABLETS,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
SYR  5ML BD,1000,R&R SURGICALS,October,2024,Pharmaceuticals
SYR 10ML NUSAFE,3000,R&R SURGICALS,October,2024,Pharmaceuticals
SYR 1ML.B.D (INSULIN),130,R&R SURGICALS,October,2024,Pharmaceuticals
SYRINGE 10 ML (NUSAFE),1000,R&R SURGICALS,October,2024,Pharmaceuticals
SYRINGE 50 ML DISPOVAN,75,R&R SURGICALS,October,2024,Pharmaceuticals
T3 -PLUS,580,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Miscellaneous
T3-LC,3820,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Miscellaneous
TAZOMAC  4.5 GMINJ,17,NARAYANI PHARMA,October,2024,Pharmaceuticals
TAZOMAC 1.125INJ,14,NARAYANI PHARMA,October,2024,Pharmaceuticals
TAZOMAC 2.25 INJ,14,NARAYANI PHARMA,October,2024,Pharmaceuticals
TELMA 40 MG TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
TELMA-20 MG TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,October,2024,Pharmaceuticals
TEMPORARY PACING CATHETER 6FR,1,CARDIO VISION,October,2024,Urology
TENDRIL STS 2088TC 52CM,1,JYOTHI AGENCIES,October,2024,Miscellaneous
TENDRIL STS 2088TC 58 CM,1,JYOTHI AGENCIES,October,2024,Miscellaneous
TENECTELEX 40 MG INJ,4,SRI LAXMII AGENCIES,October,2024,Pharmaceuticals
TERMIN-10ML INJ,10,HEALTH PHARMA,October,2024,Pharmaceuticals
THIOSOL 1GR VAIL,10,HEALTH PHARMA,October,2024,Miscellaneous
THIOSOL-500MG INJ,10,HEALTH PHARMA,October,2024,Pharmaceuticals
TICOBRAVE 400 MG INJ,20,SHRI AADHYA PHARMAA,October,2024,Pharmaceuticals
TIT OBERON CONN ROD 5.5MM*(W.O.HEX)5.5MM*45MM,2,GHANAPRIYA SURGICALS,October,2024,Miscellaneous
TIT OBERON POLY SCREW SINGLE THREDED 5.5MM*45MM,4,GHANAPRIYA SURGICALS,October,2024,Ortho
T-MINE 2ML INJ,400,SHRI AADHYA PHARMAA,October,2024,Pharmaceuticals
TOFE 5 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
TRIMMER PLUS (PREP RAZOR),150,R&R SURGICALS,October,2024,Miscellaneous
TRUGLYDE SN 2346 0.0 (R/B),156,R&R SURGICALS,October,2024,Miscellaneous
TRUGLYDE SN 2347(1 R/B),12,R&R SURGICALS,October,2024,Miscellaneous
TRUGLYDE SN 2421(1.0 CUTT),12,R&R SURGICALS,October,2024,Miscellaneous
TRULENE SN 841,12,R&R SURGICALS,October,2024,Miscellaneous
TRULENE SN841,144,R&R SURGICALS,October,2024,Miscellaneous
TRULON 2-0 SN3336 (CUTT),24,R&R SURGICALS,October,2024,Miscellaneous
TRUSILK SN5062 (1 CUTTING),12,R&R SURGICALS,October,2024,Miscellaneous
TRYPTOMER-10 MG TABLET,240,KRISHNA PHARMACEUTICAL DISTRIBUTORS,October,2024,Pharmaceuticals
TUR  SET,10,R&R SURGICALS,October,2024,Miscellaneous
TYNOR ARM SLING POUCH LARGE,3,R&R SURGICALS,October,2024,Miscellaneous
TYNOR ARM SLING TROPICAL (XL),3,R&R SURGICALS,October,2024,Miscellaneous
TYNOR ARM SLING TROPICAL M,3,R&R SURGICALS,October,2024,Miscellaneous
TYNOR CLAVICLE BRACE (XL),2,R&R SURGICALS,October,2024,Miscellaneous
TYNOR CLEVICLE BRACE L,3,R&R SURGICALS,October,2024,Miscellaneous
TYNOR CLEVICLE BRACE M,3,R&R SURGICALS,October,2024,Miscellaneous
TYNOR GEL INSOLE L SIZE,1,R&R SURGICALS,October,2024,Dermatology
TYNOR GEL INSOLE XL,1,R&R SURGICALS,October,2024,Dermatology
TYNOR KNEE IMMOB LONG XL,1,R&R SURGICALS,October,2024,Ortho
TYNOR KNEE IMMOBILISER LONG (LARGE),2,R&R SURGICALS,October,2024,Ortho
TYNOR KNEE IMMOBILIZER LONG  MEDIUM,2,R&R SURGICALS,October,2024,Ortho
TYNOR KNEE IMMOBILIZER LONG  XL,1,R&R SURGICALS,October,2024,Ortho
TYNOR ROM KNEE BRACE LONG,1,R&R SURGICALS,October,2024,Ortho
TYNOR ROM KNEE BRACE SHORT,2,R&R SURGICALS,October,2024,Ortho
